Data Scope,Code,Name,Credit Points,Unit Designation,Unit Type,Prerequisites,Corequisites,NCCW,When Offered,On Campus Attendance,Staff Contact,Offering Department,Offering Faculty,FOE - Narrow,Pass/Fail,Co-taught Units,Quota,Unit Activity,ASQCNew,ASQCRecoded,WWCC,Status,Placement in SONIA,Authority,Capstone unit?,Awards/Majors
Undergraduate,MECH203,Mechanical Design 1,3,"Engineering, Science",,(ENGG150 or ENGG170 or ELEC170(P)) and (MATH132 or MATH135(P)) and ((PHYS106 and PHYS107) or (PHYS140(P) and PHYS143(P))),,,S2 Day,,"Dr Shaokoon Cheng
",Department of Engineering,Faculty of Science and Engineering,31300,No,none,no quota,no activity,No,No,,Green,No,"New unit for 2014. Approved as ENGGxxx; recoded to MECHxxx. Recommended by UGSC 7 May 2013, to UGSC for minuting 11 June 2013.",No,
Undergraduate,MECH204,Mechanics of Solids,3,"Engineering, Science",,(ENGG150 or ENGG170 or ELEC170(P)) and (MATH133 or MATH136(P)) and ((PHYS106 and PHYS107) or (PHYS140(P) and PHYS143(P))),,,S2 Day,,"Dr Shaokoon Cheng
",Department of Engineering,Faculty of Science and Engineering,31300,No,none,no quota,no activity,No,No,,Green,No,"New unit for 2014. Approved as ENGGxxx; recoded to MECHxxx. Recommended by UGSC 7 May 2013, to UGSC for minuting 11 June 2013.",No,
Undergraduate,MECH205,Engineering Materials,3,"Engineering, Science",,(ENGG170 or ELEC170 or ENGG150) and (MATH132 or MATH135),,ENGG250,S1 Day,,"Dr Wei Xu
",Department of Engineering,Faculty of Science and Engineering,30701,No,none,no quota,no activity,No,No,,Green,No,As per webforms 2017,No,
Undergraduate,MECH301,Thermodynamics,3,"Engineering, Science",,6cp at 200 level including MECH202,,,S1 Day,,"Dr Nazmul Huda
",Department of Engineering,Faculty of Science and Engineering,31399,No,none,no quota,no activity,No,No,,Green,No,Approved as per webforms 2015.,No,
Undergraduate,MECH302,Heat and Mass Transfer,3,"Engineering, Science",,(39cp at 100 level or above) including MECH202,,,S2 Day,,"Dr Nazmul Huda
",Department of Engineering,Faculty of Science and Engineering,31399,No,none,no quota,no activity,No,No,,Green,No,Approved as per webforms 2015.,No,
Undergraduate,MECH303,Mechanical Design 2,3,"Engineering, Science",,MECH201 and MECH203 and MECH204,,,S1 Day,,"Dr Sammy Diasinos
",Department of Engineering,Faculty of Science and Engineering,31399,No,none,no quota,no activity,No,No,,Green,No,Approved as per webforms 2015.,No,
Undergraduate,MECH304,Applied Numerical Engineering,3,Engineering,,COMP115 and MECH202 and MECH204,,,S2 Day,,"Dr Ann Lee
",Department of Engineering,Faculty of Science and Engineering,30700,No,none,no quota,no activity,No,No,,Green,No,As per webforms 2016.,No,
Undergraduate,MECH320,Mechanical Engineering for Mechatronics Systems,3,"Engineering, Science",,ELEC260 and MECH203,,MECH303,S1 Day,,"Dr Mohsen Asadnia
Professor Subhas Mukhopadhyay
",Department of Engineering,Faculty of Science and Engineering,31300,No,none,no quota,no activity,Yes,No,,Green,No,Approved as per webforms 2018,No,
Undergraduate,MECH362,Embedded Mechatronic Engineering,3,"Engineering, Science",,ELEC260 and MATH136,,,S1 Day,,"Professor Subhas Mukhopadhyay
Dr Mohsen Asandia
",Department of Engineering,Faculty of Science and Engineering,31300,No,none,no quota,no activity,Yes,No,,Green,No,Approved as per webforms 2018,No,
Undergraduate,MECH401,Product Design Engineering,3,Engineering,,9cp at 300 level including MECH303,,,S1 Day,,"Dr Shaokoon Cheng
",Department of Engineering,Faculty of Science and Engineering,30700,No,none,no quota,no activity,No,No,,Green,No,As per webforms 2016.,Yes,Mechanical Engineering major
Undergraduate,MECH402,Energy Sustainable Design,3,Engineering,,MECH301 and MECH302,,,S2 Day,,"Dr Ann Lee
",Department of Engineering,Faculty of Science and Engineering,30700,No,none,no quota,no activity,No,No,,Green,No,As per webforms 2016.,No,
Undergraduate,MECH410,Mechanical Engineering Research Thesis A,6,Engineering,,69cp at 100 level or above including (MECH301 and MECH302 and MECH303),MECH401 or MECH402,ENGG411,"S1 Day
S2 Day","
","Professor Tony Parker
Associate Professor Rein Vesilo
Professor Candace Lang
",Department of Engineering,Faculty of Science and Engineering,30701,No,none,no quota,no activity,Yes,No,,Green,No,Approved as per webforms 2018,No,
Undergraduate,MECH411,Mechanical Engineering Research Thesis B,6,Engineering,,75cp at 100 level or above including MECH410,MECH401 and MECH402,ENGG411,"S1 Day
S2 Day","
","Professor Tony Parker
Associate Professor Rein Vesilo
Professor Candace Lang
",Department of Engineering,Faculty of Science and Engineering,30701,No,none,no quota,no activity,Yes,No,,Green,No,Approved as per webforms 2018,Yes,"Bachelor of Engineering (Honours) in Mechanical engineering
Bachelor of Engineering (Honours) in Mechanical engineering with the degree of Bachelor of Arts
Bachelor of Engineering (Honours) in Mechanical engineering with the degree of Bachelor of Commerce
Bachelor of Engineering (Honours) in Mechanical engineering with the degree of Bachelor of Science"
Undergraduate,MECH420,Mechatronic Engineering Research Thesis A,6,Engineering,,69cp at 100 level or above including (ELEC324 and ELEC326 and (MECH303 or MECH320)),ELEC466 or MECH468,ENGG411,"S1 Day
S2 Day","
","Professor Tony Parker
Associate Professor Rein Vesilo
Dr David Inglis
Professor Subhas Mukhopadhyay
",Department of Engineering,Faculty of Science and Engineering,30701,No,none,no quota,no activity,Yes,No,,Green,No,Approved as per webforms 2018,No,
Undergraduate,MECH421,Mechatronic Engineering Research Thesis B,6,Engineering,,75cp at 100 level or above including MECH420,ELEC466 and MECH468,ENGG411,"S1 Day
S2 Day","
","Professor Tony Parker
Associate Professor Rein Vesilo
Dr David Inglis
Professor Subhas Mukhopadhyay
",Department of Engineering,Faculty of Science and Engineering,30701,No,none,no quota,no activity,Yes,No,,Green,No,Approved as per webforms 2018,Yes,"Bachelor of Engineering (Honours) in Mechatronic Engineering
Bachelor of Engineering (Honours) in Mechatronic Engineering with the degree of Bachelor of Arts
Bachelor of Engineering (Honours) in Mechatronic Engineering with the degree of Bachelor of Commerce
Bachelor of Engineering (Honours) in Mechatronic Engineering with the degree of Bachelor of Science
"
Undergraduate,MECH468,Wireless Mechatronics,3,Engineering,,ELEC260 and ELEC324 and ELEC326,,,S2 Day,,"Professor Subhas Mukhopadhyay
Dr David Inglis
",Department of Engineering,Faculty of Science and Engineering,31300,No,none,no quota,no activity,Yes,No,,Green,No,Approved as per webforms 2018,No,
Undergraduate,MECO100,Visual Media and Communication,3,,,,,"CUL121, ICOM100",S1 Day,,"Dr Adam Lambert
","Department of Media, Music, Communication and Cultural Studies",Faculty of Arts,100799,No,none,no quota,no activity,Yes,No,,Green,No,Approved through webforms 2018,No,
Undergraduate,MECO210,Narrative Journalism,3,,,12cp at 100 level or above,,CUL240,S1 Day,,"Dr Willa McDonald
","Department of Media, Music, Communication and Cultural Studies",Faculty of Arts,100705,No,none,no quota,no activity,No,No,,Green,No,"As per Faculty Schedule of units submissions.<br />
Recoded from CUL240",No,
Undergraduate,MECO211,Music and Arts Journalism,3,,,15cp at 100 level or above,,MAS211,S2 Day,,"Dr Kate Rossmanith
","Department of Media, Music, Communication and Cultural Studies",Faculty of Arts,100700,No,none,no quota,no activity,No,No,,Green,No,"As per Faculty Schedule of units submissions.<br />
Recoded from MAS211",No,
Undergraduate,MECO310,Telling True Stories 1,3,,,(39cp at 100 level or above) including (MECO210 or MECO211 or CUL240 or MAS210 or MAS211),,MAS310,S1 Day,,"Dr Kate Rossmanith
","Department of Media, Music, Communication and Cultural Studies",Faculty of Arts,100700,No,none,no quota,no activity,No,No,,Green,No,"As per Faculty Schedule of units submissions.<br />
Recoded from MAS310",No,
Undergraduate,MECO311,Telling True Stories 2,3,,,(39cp at 100 level or above) including (CUL240 or MAS210 or MAS211 or MECO210 or MECO211),,MAS311,S2 Day,,"Dr Willa McDonald
","Department of Media, Music, Communication and Cultural Studies",Faculty of Arts,100700,No,none,no quota,no activity,No,No,,Green,No,"As per Faculty Schedule of units submissions.<br />
Recoded from MAS311",No,
Undergraduate,MECO316,Media Ethics,3,,,6cp in MAS or MECO units at 300 level,,MAS316,S2 Day,,"Professor Nicole Anderson
","Department of Media, Music, Communication and Cultural Studies",Faculty of Arts,100799,No,none,no quota,no activity,Yes,No,,Green,No,Approved as per webforms 2018,Yes,"Digital Design
Journalism and Non-Fiction Writing
Media Studies
Public Relations and Social Media
Radio, Digital Audio and Broadcast Production
Screen Practice and Production
Screen, Sound, Performance
"
Undergraduate,MECO319,Modelling and Animation,3,,,39cp at 100 level or above,,,S1 Day,,"Dr Stephen Collins
","Department of Media, Music, Communication and Cultural Studies",Faculty of Arts,100700,No,none,no quota,no activity,No,No,,Green,No,Approved as a new unit for 2013: ASQC 28 February 2012. Code revised ASQC 26 June 2012.,No,
Undergraduate,MECO329,Critical Games Studies,3,,,(39cp at 100 level or above) including MAS240,,,S2 Day,,"Dr Rowan Tulloch
","Department of Media, Music, Communication and Cultural Studies",Faculty of Arts,100700,No,none,no quota,no activity,No,No,,Green,No,Approved as a new unit for 2013: ASQC 17 April 2012. Code revised ASQC 26 June 2012.,No,
Undergraduate,MECO331,Forensic Media,3,,,39cp at 100 level or above,,,S2 Day,,"Professor Joseph Pugliese
","Department of Media, Music, Communication and Cultural Studies",Faculty of Arts,100799,No,none,no quota,no activity,No,No,,Green,No,As per webforms 2015.,No,
Undergraduate,MECO340,Natures-Cultures,3,,,,ENGL332 or GEOP340 or ANTH304 or POL397 or SOC350 or SOC302 or GEOP380 or (3cp in CUL or ICOM or MAS or MECO or MMCS or MUS units at 300 level),CUL323,S1 Day,,"Dr Undine Sellbach
","Department of Media, Music, Communication and Cultural Studies",Faculty of Arts,90300,No,none,no quota,no activity,No,No,,Green,No,Approved by FSQC as per webform.,Yes,Environmental Humanities
Undergraduate,MECO345,Social Media,3,,,39cp at 100 level or above,,,S1 Day,,"Professor Nicole Anderson
","Department of Media, Music, Communication and Cultural Studies",Faculty of Arts,100799,No,none,no quota,no activity,Yes,No,,Green,No,Approved as per webforms 2018,No,
Undergraduate,MECO399,Advanced Issues in Marketing and Media,3,,,Admission to BMktgMedia and 39cp at 100 level or above,MAS390 and MKTG303,,S2 Day,,"Associate Professor Lawrence Ang
","Department of Media, Music, Communication and Cultural Studies",Faculty of Arts,100700,No,none,no quota,no activity,No,No,,Green,No,Approved as a new unit for 2013: ASQC 28 February 2012. Code revised ASQC 26 June 2012.,Yes,Bachelor of Marketing and Media
Undergraduate,MECX120,Living Culture,1,,oua-Normal,,,"CLT110, CUL120, CUL100",S1 OUA,,"Dr Ian Collinson
","Department of Media, Music, Communication and Cultural Studies",Faculty of Arts,99900,No,none,no quota,no activity,No,No,,Green,No,,,
Undergraduate,MECX121,Seeing Culture: Politics of Visual Representation,1,,oua-Normal,,,"CLT120, CUL121, CUL101",S2 OUA,,"Dr Anthony Lambert
","Department of Media, Music, Communication and Cultural Studies",Faculty of Arts,99900,No,none,no quota,no activity,No,No,,Green,No,,,
Undergraduate,MECX210,Narrative Journalism,1,,oua-Normal,,,"CLT230, MECO210, CUL240",S1 OUA,,"Dr Willa McDonald
","Department of Media, Music, Communication and Cultural Studies",Faculty of Arts,100705,No,none,no quota,no activity,No,No,,Green,No,,,
Undergraduate,MECX223,"Visual Countercultures: Graffiti, Kitsch and Conceptual Art",1,,oua-Normal,,,"CLT220, CUL223, CUL207",S2 OUA,,"Professor Joseph Pugliese
","Department of Media, Music, Communication and Cultural Studies",Faculty of Arts,99900,No,none,no quota,no activity,No,No,,Green,No,,,
Undergraduate,MECX321,Racialised Punishment and the Construction of Nation,1,,oua-Normal,,,"CLT310, CUL321, CUL301",S1 OUA,,"Professor Joseph Pugliese
","Department of Media, Music, Communication and Cultural Studies",Faculty of Arts,99900,No,none,no quota,no activity,No,No,,Green,No,,,
Undergraduate,MECX322,Screening (Ab)normal Bodies,1,,oua-Normal,,,"CLTX300, CUL322, CUL308",S1 OUA,,"Dr Nicole Matthews
","Department of Media, Music, Communication and Cultural Studies",Faculty of Arts,99900,No,none,no quota,no activity,No,No,,Green,No,,,
Undergraduate,MECX340,Genre Writing,1,,oua-Normal,,,"CLT340, CUL340",S2 OUA,,,"Department of Media, Music, Communication and Cultural Studies",Faculty of Arts,100705,No,none,no quota,no activity,No,No,,Green,No,,,
Undergraduate,MECX350,Cultural Contexts: Communities and Cultures in Action,1,,oua-Normal,,,"CLT370, CUL350, CUL309",S2 OUA,,"Dr Anthony Lambert
","Department of Media, Music, Communication and Cultural Studies",Faculty of Arts,99900,No,none,no quota,no activity,No,No,,Green,No,,,
Undergraduate,MEDI103,Professional Practice 1,3,,,Admission to BClinSc,,,S1 Day,,"Dr Sarah White
Dr Emily Don
",,Faculty of Medicine and Health Sciences,60100,No,none,no quota,no activity,No,No,,Green,No,As per webforms 2016.,No,
Undergraduate,MEDI201,Cardiorespiratory 1,3,,,Admission to BClinSc,MEDI202,,MED 3,,"Dr Dane King
",,Faculty of Medicine and Health Sciences,19901,No,none,no quota,no activity,No,No,,Green,No,As per webforms 2016.,No,
Undergraduate,MEDI202,Renal and Alimentary 1,3,,,Admission to BClinSc,MEDI201,,MED 3,,"Dr Mirjana Strkalj
",,Faculty of Medicine and Health Sciences,19901,No,none,no quota,no activity,No,No,,Green,No,As per webforms 2016.,No,
Undergraduate,MEDI203,Musculoskeletal 1,3,,,Admission to BClinSc and (12cp at 100 level or above) including HLTH108,,HLTH109,S2 Day,,"Associate Professor Goran Strkalj
Dr Mirjana Strkalj
",,Faculty of Medicine and Health Sciences,60100,No,HLTH108,no quota,no activity,No,No,,Green,No,As per webforms 2016.,No,
Undergraduate,MEDI204,Neuroscience 1,3,,,Admission to BClinSc and 12cp at 100 level or above,,,S2 Day,,"Dr Cara Hildreth
",,Faculty of Medicine and Health Sciences,19901,No,none,no quota,no activity,No,No,,Green,No,As per webforms 2016.,No,
Undergraduate,MEDI205,Human Health and Disease Processes,3,,,Admission to BClinSc and (12cp at 100 level) and (6cp at 200 level),,,S1 Day,,"Dr Mirjana Strkalj
",,Faculty of Medicine and Health Sciences,19901,No,none,no quota,no activity,No,No,,Green,No,As per webforms 2017,No,
Undergraduate,MEDI206,Professional Practice 2,3,,,Admission to BClinSc and (12cp at 100 level or above) including MEDI103,,,S2 Day,,"Dr Sarah White
Dr Emily Don
",,Faculty of Medicine and Health Sciences,60100,No,none,no quota,no activity,No,No,,Green,No,As per webforms 2016.,No,
Undergraduate,MEDI207,Professional Development 1,3,,,Admission to BClinSc and (12cp at 100 level) and (6cp at 200 level),,,MED 0,,"Dr Dane King
",,Faculty of Medicine and Health Sciences,100700,No,none,no quota,no activity,No,No,,Green,No,As per webforms 2017,No,
Undergraduate,MEDI208,Laboratory Experience and Training 1,3,,,Admission to BClinSc and (12cp at 100 level) and (6cp at 200 level) and GPA of 3.6 (out of 4.0),,,MED 0,,"Associate Professor Julie Atkin
",,Faculty of Medicine and Health Sciences,19901,No,none,no quota,no activity,No,No,,Green,No,As per webforms 2017,No,
Undergraduate,MEDI209,Genetics and Genomics in Medicine,3,,,Admission to BClinSc and (12cp at 100 level) and (6cp at 200 level),,,MED 0,,"Professor Mark Baker
",,Faculty of Medicine and Health Sciences,19901,No,none,no quota,no activity,No,No,,Green,No,As per webforms 2017,No,
Undergraduate,MEDI301,Cardiorespiratory 2,3,,,Admission to BClinSc and (12cp at 100 level) and (9cp at 200 level including MEDI201),,,MED 3,,"Dr Mark Butlin
",,Faculty of Medicine and Health Sciences,19901,No,none,no quota,no activity,No,No,,Green,No,As per webforms 2017,No,
Undergraduate,MEDI302,Renal and Alimentary 2,3,,,Admission to BClinSc and (12cp at 100 level) and (9cp at 200 level including MEDI202),,,MED 3,,"Dr Mirjana Strkalj
",,Faculty of Medicine and Health Sciences,19901,No,none,no quota,no activity,No,No,,Green,No,As per webforms 2017,No,
Undergraduate,MEDI303,Neuroscience 2,3,,,Admission to BClinSc and (12cp at 100 level) and (6cp at 200 level including MEDI204),,,S1 Day,,"Dr Cara Hildreth
",,Faculty of Medicine and Health Sciences,19901,No,none,no quota,no activity,No,No,,Green,No,As per webforms 2017,No,
Undergraduate,MEDI304,Advanced Clinical Science,3,,,Admission to BClinSc and ((39cp at 100 level or above) including CBMS104 and MEDI209 and MEDI303),,,S2 Day,,"Dr Albert Lee
Dr Mimi Sabaretnam
",,Faculty of Medicine and Health Sciences,19901,No,none,no quota,no activity,No,No,,Green,No,As per webforms 2017,No,
Undergraduate,MEDI305,Professional Practice 3,3,,,Admission to BClinSc and (39cp at 100 level or above) including (MEDI103 and MEDI206),,,S1 Day,,"Dr Sarah White
Dr Emily Don
",,Faculty of Medicine and Health Sciences,60100,No,none,no quota,no activity,No,No,,Green,No,As per webforms 2017,No,
Undergraduate,MEDI306,Professional Development 2,3,,,Admission to BClinSc and ((39cp at 100 level or above) including MEDI305),,,S2 Day,,"Dr Sarah White
",,Faculty of Medicine and Health Sciences,60100,No,none,no quota,no activity,No,No,,Green,No,As per webforms 2017,No,
Undergraduate,MEDI307,Laboratory Experience and Training 2,3,,,Admission to BClinSc and (39cp at 100 level or above) including CBMS104 and GPA of 3.6 (out of 4.0),,,S2 Day,,"Associate Professor Julie Atkin
",,Faculty of Medicine and Health Sciences,19901,No,none,no quota,no activity,No,No,,Green,No,As per webforms 2017,No,
Undergraduate,MEDI308,Health/Research Placement,3,,PACE,Admission to BClinSc and (60cp at 100 level or above including MEDI103 and MEDI206 and MEDI305),,,"S2 Day
S2 Online","
","Dr Sarah White
",,Faculty of Medicine and Health Sciences,19901,No,none,no quota,no activity,No,No,,Green,Yes,As per webforms for 2017 Academic Year,Yes,Bachelor of Clinical Science
Undergraduate,MGK101,Introductory Modern Greek I,3,,,,,"HSC Greek Extension or Continuers Band 4, 5 or 6","S1 Day
S1 External","
Voluntary","Mrs Patricia Koromvokis
",Department of International Studies,Faculty of Arts,91505,No,none,no quota,no activity,No,No,,Green,No,,,
Undergraduate,MGK102,Introductory Modern Greek II,3,,,MGK101,,,"S2 Day
S2 External","
Voluntary","Mrs Patricia Koromvokis
",Department of International Studies,Faculty of Arts,91505,No,none,no quota,no activity,No,No,,Green,No,,,
Undergraduate,MGK121,Modern Greek History and Culture,3,,,,,MGK120,2019,,"Dr Elizabeth Kefallinos
",Department of International Studies,Faculty of Arts,91505,No,none,no quota,no activity,No,No,,Green,No,,No,
Undergraduate,MGK130,Introductory Modern Greek Short Term Residential Program,3,,,12cp and permission by special approval,,,S3 External,None,"Mr Vincent Bruin
",Department of International Studies,Faculty of Arts,91505,Yes,none,no quota,no activity,No,No,,Green,No,,No,
Undergraduate,MGK205,Intermediate Modern Greek I,3,,,MGK102 or HSC Greek Extension or Continuers Band 4 or 5 or 6 or E3 or E4,,MGK100,"S1 Day
S1 External","
Voluntary","Dr Elizabeth Kefallinos
",Department of International Studies,Faculty of Arts,91505,No,none,no quota,no activity,No,No,,Green,No,,No,
Undergraduate,MGK206,Intermediate Modern Greek II,3,,,MGK205,,MGK100,"S2 Day
S2 External","
Voluntary","Dr Elizabeth Kefallinos
",Department of International Studies,Faculty of Arts,91505,No,none,no quota,no activity,No,No,,Green,No,,,
Undergraduate,MGK230,Intermediate Modern Greek Short Term Residential Program,3,,,12cp and permission by special approval,,,S3 External,None,"Mr Vincent Bruin
",Department of International Studies,Faculty of Arts,91505,Yes,none,no quota,no activity,No,No,,Green,No,,No,
Undergraduate,MGK231,Greek for Special Purposes,3,,,12cp at 100 level or above,,MGK331,"S2 Day
S2 External","
None","Dr Elizabeth Kefallinos
",Department of International Studies,Faculty of Arts,91505,No,none,no quota,no activity,No,No,,Green,No,,No,
Undergraduate,MGK304,Modern Greek Translation,3,,,6cp at 200 level including MGK206,,,"S1 External
S1 Day","Voluntary

","Dr Elizabeth Kefallinos
",Department of International Studies,Faculty of Arts,91505,No,none,no quota,no activity,No,No,,Green,No,,No,
Undergraduate,MGK306,History of the Greek Language,3,,,6cp at 200 level including MGK206,,"MGK300, MGK305","S2 Day
S2 External","
None","Dr Elizabeth Kefallinos
",Department of International Studies,Faculty of Arts,91505,No,none,no quota,no activity,No,No,,Green,No,,No,
Undergraduate,MGK330,Advanced Modern Greek Short Term Residential Program,3,,,12cp and permission by special approval,,,S3 External,None,"Mr Vincent Bruin
",Department of International Studies,Faculty of Arts,91505,Yes,none,no quota,no activity,No,No,,Green,No,,No,
Undergraduate,MGK336,Advanced Modern Greek I,3,,,6cp at 200 level including MGK206,,MGK208,"S1 Day
S1 External","
Voluntary","Dr Elizabeth Kefallinos
",Department of International Studies,Faculty of Arts,91505,No,none,no quota,no activity,No,No,,Green,No,,No,
Undergraduate,MGK337,Advanced Modern Greek II,3,,,MGK336,,"MGK204, MGK209","S2 Day
S2 External","
Voluntary","Dr Elizabeth Kefallinos
",Department of International Studies,Faculty of Arts,91505,No,none,no quota,no activity,No,No,,Green,No,,Yes,Modern Greek Studies major
Undergraduate,MGK448,Advanced Modern Greek III,3,,,MGK337,,"MGK300, MGK308, MGK348","S1 Day
S1 External","
Voluntary","Dr Elizabeth Kefallinos
",Department of International Studies,Faculty of Arts,91505,No,none,no quota,no activity,No,No,,Green,No,"ASQC meeting 20/5/14, Recoded from MGK348",No,
Undergraduate,MGK449,Advanced Modern Greek IV,3,,,MGK348 or MGK448,,"MGK300, MGK309, MGK349","S2 Day
S2 External","
Voluntary","Dr Elizabeth Kefallinos
",Department of International Studies,Faculty of Arts,91505,No,none,no quota,no activity,No,No,,Green,No,"ASQC meeting 20/5/14<br />
<br />
Recoded from MGK349",,
Undergraduate,MGMT201,Leading Self,3,Commerce,,((15cp at 100 level or above) including BBA102) and admission to BBusLeadCom,,,S1 Day,,"Mrs Deborah  Howlett
Dr Senia Kalfa
",Department of Marketing and Management,Faculty of Business and Economics,80300,No,none,no quota,no activity,No,No,,Green,No,Approved as per webforms 2015.,No,
Undergraduate,MGMT202,Leading Others: Managing Teams and Relationships,3,Commerce,,MGMT201,,,WV Day,,"Mrs Deborah  Howlett
Dr Senia Kalfa
",Department of Marketing and Management,Faculty of Business and Economics,80300,No,none,no quota,no activity,No,No,,Green,No,Approved as per webforms 2015.,No,
Undergraduate,MGMT220,Fundamentals of Business Analytics,3,"Commerce, Information Technology",,(15cp at 100 level or above) including ISYS114,,,S2 Day,,"Associate Professor Hume Winzar
",Department of Marketing and Management,Faculty of Business and Economics,20399,No,none,no quota,no activity,No,No,,Green,No,As per webforms 2015.,No,
Undergraduate,MGMT255,Global Population Challenges,3,Commerce,,18cp at 100 level or above,,DEM355,S1 Day,,"Dr Salut Muhidin
",Department of Marketing and Management,Faculty of Business and Economics,80300,No,none,no quota,no activity,No,No,,Green,No,New unit ASQC 25 June 2013,No,
Undergraduate,MGMT256,Workforce Demography and Planning,3,"Commerce, Science",,24cp at 100 level or above,,DEM256,S1 Day,,"Associate Professor Nick Parr
",Department of Marketing and Management,Faculty of Business and Economics,80300,No,none,no quota,no activity,No,No,,Green,No,Recode from DEM256. ASQC 19 March 2013.,No,
Undergraduate,MGMT300,The Art of Negotiation,3,Commerce,,"39cp at 100 level or above including (6cp in BBA or BUS or HRM or MGMT or MKTG units at 200 level)
",,,S2 Day,,"Dr Troy Sarina
",Department of Marketing and Management,Faculty of Business and Economics,80300,No,none,no quota,no activity,No,No,,Green,No,New unit ASQC 25 June 2013,No,
Undergraduate,MGMT301,Applied Leadership Project,3,Commerce,PACE,Admission to BBusLeadCom and MGMT303 and MGMT306,,,S2 Evening,,"Mrs Deborah Howlett
Dr Senia Kalfa
",Department of Marketing and Management,Faculty of Business and Economics,80300,No,none,no quota,no activity,No,No,,Green,Yes,Updated as per webform.,Yes,
Undergraduate,MGMT302,Communication for Effective Leadership,3,Commerce,,Admission to BBusLeadCom and ((42cp at 100 level or above) including MGMT202) ,,,S1 Evening,,"Dr Senia  Kalfa
Mrs Deborah Howlett
",Department of Marketing and Management,Faculty of Business and Economics,80300,No,none,no quota,no activity,No,No,,Green,No,As per webforms 2016.,No,
Undergraduate,MGMT303,Business Leadership: Ethics and Social Responsibility,3,Commerce,,"Admission to BBusLeadCom and ((45cp at 100 level or above) including MGMT304)
",,,S1 Evening,,"Dr Senia Kalfa
Ms Deborah Howlett
",Department of Marketing and Management,Faculty of Business and Economics,80301,No,none,no quota,no activity,No,No,,Green,No,As per webforms 2017,No,
Undergraduate,MGMT304,Creativity and Innovation,3,Commerce,,(MGMT302 and MGMT305) or (BBA220 and FOBE202),,,S2 Day,,"Mrs Deborah Howlett
Dr Erik Lundmark
",Department of Marketing and Management,Faculty of Business and Economics,80300,No,none,no quota,no activity,No,No,,Green,No,As per webforms 2016.,No,
Undergraduate,MGMT305,Problem Solving: Critical and Strategic Thinking,3,Commerce,,Admission to BBusLeadCom and ((42cp at 100 level or above) including MGMT202),,,S1 Day,,"Dr Senia Kalfa
Mrs Deborah Howlett
",Department of Marketing and Management,Faculty of Business and Economics,80300,No,none,no quota,no activity,No,No,,Green,No,As per webforms 2016.,No,
Undergraduate,MGMT306,Leadership and Influence in Action,3,Commerce,,"Admission to BBusLeadCom and ((45cp at 100 level or above) including MGMT304)
",,,WV Day,,"Dr Senia Kalfa
Ms Deborah Howlett
",Department of Marketing and Management,Faculty of Business and Economics,80301,No,none,no quota,no activity,No,No,,Green,No,As per webforms 2017,No,
Undergraduate,MGMT311,Entrepreneurship Project,3,Commerce,PACE,(42cp at 100 level or above) including BBA350,MKTG312 and MGMT304,MGMT310,S2 Day,,"Dr Erik Lundmark
",Department of Marketing and Management,Faculty of Business and Economics,80301,No,none,no quota,no activity,No,No,,Green,Yes,Recode from MGMT310 due to PACE approval ASQC 20/7/16,No,
Undergraduate,MGMT315,Research/Project,3,Commerce,,(48cp at 100 level or above) and permission by special approval,,,"S1 External
S2 External","Voluntary
Voluntary","Associate Professor Chris Baumann
",Department of Marketing and Management,Faculty of Business and Economics,80300,No,none,no quota,no activity,No,No,,Green,No,Approved by ASQC 15 June 2010,No,
Undergraduate,MGMT320,Advanced Analytics Techniques,3,Commerce,,STAT270 and MGMT220,,,S1 Evening,,"Associate Professor Hume Winzar
",Department of Marketing and Management,Faculty of Business and Economics,80300,No,none,no quota,no activity,No,No,,Green,No,As per webforms 2016.,No,
Undergraduate,MGMT321,Business Analytics Project,3,Commerce,PACE,(Admission to BBusAnalytics or BBusAnalyticsBSecStud or BCom-ProfAccgBBusAnalytics or BEcBBusAnalytics) and (39cp at 100 level or above) including (MGMT320 and ISYS224),,,S2 Day,,"Associate Professor Hume Winzar
",Department of Marketing and Management,Faculty of Business and Economics,80300,No,none,no quota,no activity,No,No,,Green,Yes,As per webforms 2016.,Yes,"Bachelor of Applied Finance with the degree of Bachelor of Business Analytics
Bachelor of Business Analytics
Bachelor of Business Analytics with the degree of Bachelor of Security Studies
Bachelor of Commerce - Professional Accounting with the degree of Bachelor of Business Analytics
Bachelor of Economics with the degree of Bachelor of Business Analytics"
Undergraduate,MGMT330,International Study Tour - India,3,Commerce,,36cp and permission by special approval,,,S1 Day,,"Dr Meena Chavan
",Department of Marketing and Management,Faculty of Business and Economics,80300,No,none,30,no activity,No,No,,Green,No,As per webforms 2016.,No,
Undergraduate,MGMT340,International Study Tour - China,3,Commerce,,36cp and permission by special approval,,BUS304,S2 Evening,,"Dr Yimin Stephanie Huang
",Department of Marketing and Management,Faculty of Business and Economics,80300,No,none,30,no activity,No,No,,Green,No,FSQC. Recode from BUS304,No,
Undergraduate,MHIS102,Sex and Death: Unnatural Histories,3,,,,,,TBD,,"Dr Leigh Boucher
","Department of Modern History, Politics and International Relations",Faculty of Arts,90305,No,none,no quota,no activity,Yes,No,,Green,No,Approved as per webforms 2018,No,
